Corrida,Objetivo1,Objetivo2
corrida_1,115494.80464,90872.28661999997
corrida_1,93847.44614999999,115695.827282
corrida_1,96888.01798899999,112748.52203299999
corrida_1,113998.34259800002,92343.06894199998
corrida_1,108479.40479400003,96992.23111699996
corrida_1,108227.56219000003,97821.49068599998
corrida_1,117972.39615499998,89195.20932399997
corrida_1,110375.25410100001,94873.60300599998
corrida_1,111246.37989000001,94770.36974699998
corrida_2,91672.12697399998,84250.40314600001
corrida_2,114408.90724699997,79862.25280300002
corrida_2,84739.868685,101047.20254899995
corrida_2,86636.238919,89409.88716600001
corrida_2,105739.72988400001,80061.94378000002
corrida_2,95626.35433500003,81238.60125500002
corrida_2,109267.811176,79959.43871300003
corrida_2,86413.54022699999,91771.85981300002
corrida_2,89233.596318,85889.89073500001
corrida_2,87745.256907,88479.77667600001
corrida_2,115121.62793999998,79610.35534100003
corrida_2,98804.54160600003,80884.36810700002
corrida_2,93876.22950200002,82180.18327099999
corrida_2,85080.77677,99627.35244399996
corrida_2,85484.409003,93697.034671
corrida_2,84632.435171,101510.75321099994
corrida_2,88460.819623,87636.568926
corrida_2,91140.62895500001,85010.561639
corrida_2,89805.96806,85462.10024900001
corrida_2,86557.551361,90551.874301
corrida_2,92860.514254,82608.692651
corrida_2,91848.24936300001,83209.491235
corrida_2,85974.32881199999,92375.255041
corrida_2,104762.95326000002,80431.73867200002
corrida_2,90249.311566,85461.38135500002
corrida_3,102465.678843,90833.10477600004
corrida_3,89521.82584900003,116016.52743200003
corrida_3,92987.70249400004,96330.55411200004
corrida_3,96546.57307000003,93193.26921700004
corrida_3,88742.304767,122824.28178600004
corrida_3,108620.07016100005,88488.25408700005
corrida_3,91228.17270700003,99236.11289900006
corrida_3,89886.54973300004,105592.88691800005
corrida_3,101249.789385,92181.68766700003
corrida_3,106262.42853800001,90135.49596100001
corrida_3,90074.09556800005,102068.33444400007
corrida_3,112196.70420400005,85965.77942600004
corrida_3,94200.13662300003,96115.63223900004
corrida_3,97555.31731500002,92399.32135500005
corrida_3,107027.17634800002,88958.39736800003
corrida_3,89610.53726400003,113996.32919900001
corrida_3,89385.740261,117640.82116000004
corrida_3,101828.96436900001,91680.10754000003
corrida_3,95188.28810700003,95250.75567500004
corrida_3,91900.86467500003,97157.95385400004
corrida_3,105168.75766300001,90376.20134700004
corrida_3,91540.10135600001,99095.34615700005
corrida_3,97219.51079200004,92791.19855500004
corrida_3,103958.86184599999,90676.17130600003
corrida_3,95646.21462900001,94481.42933900004
corrida_3,96518.39413900003,93639.81719600005
corrida_3,91793.07252400005,97928.33077500005
corrida_3,107452.11203300004,88498.82578400003
corrida_3,94950.36981700001,95669.94182100004
corrida_3,109177.99183200006,87983.81684700005
corrida_3,101525.970353,91792.64061000003
corrida_3,91607.19931200003,98825.95703200005
corrida_3,92436.70644100002,96385.58626000003
corrida_3,95959.93429800002,93865.10962800005
corrida_3,89266.23096900003,122738.190716
corrida_3,102189.497875,91222.15183300004
corrida_3,94762.62620000003,96058.23045900004
corrida_3,106750.99538000002,89347.44442500004
corrida_3,101428.75566700002,92073.60061700003
corrida_3,100827.41080600003,92273.95581700004
corrida_3,94072.84398800002,96259.34407800005
corrida_3,96976.14233100001,92900.90148200004
corrida_3,91352.20044100002,99231.66687900005
corrida_3,91049.20642500001,99344.19994900005
corrida_3,97279.13634700002,92788.36841200005
corrida_3,101704.93663500002,91684.55356000003
corrida_3,101254.49201000003,92179.65454500003
corrida_4,96660.96842099998,85298.05978999997
corrida_4,112813.71554000002,78896.69616899997
corrida_4,105701.15779000003,80892.36205299996
corrida_4,94280.71053799998,92735.25246199999
corrida_4,99724.63525599998,82912.30083499996
corrida_4,99724.63525599998,82912.30083499996
corrida_4,112813.71554000002,78896.69616899997
corrida_4,101079.29112899999,81691.45320699996
corrida_4,97852.95096899998,85195.64887899997
corrida_4,112813.71554000002,78896.69616899997
corrida_4,119199.89605700003,77894.70312599998
corrida_4,110702.733659,80589.58701999996
corrida_4,101079.29112899999,81691.45320699996
corrida_4,112813.71554000002,78896.69616899997
corrida_4,112813.71554000002,78896.69616899997
corrida_4,100567.83537099998,82767.79190799996
corrida_4,96660.96842099998,85298.05978999997
corrida_4,96660.96842099998,85298.05978999997
corrida_4,112813.71554000002,78896.69616899997
corrida_4,112813.71554000002,78896.69616899997
corrida_4,118356.69594200002,78039.212053
corrida_4,110603.13006,80825.61057699997
corrida_4,97852.95096899998,85195.64887899997
corrida_4,100567.83537099998,82767.79190799996
corrida_4,96660.96842099998,85298.05978999997
corrida_4,111232.61028200002,79746.38775599998
corrida_4,95223.51425199998,92354.71997799998
corrida_4,118356.69594200002,78039.212053
corrida_4,120249.55357300004,77036.940864
corrida_4,98195.30957399998,84881.94080499998
corrida_4,114317.45046100004,78641.70565599998
corrida_4,105701.15779000003,80892.36205299996
corrida_4,97308.12728799997,85268.33475299997
corrida_4,113125.46791300004,78744.11656699996
corrida_4,96660.96842099998,85298.05978999997
corrida_4,95735.86078599999,86601.93376999999
corrida_4,95336.331492,88824.05888599998
corrida_4,118356.69594200002,78039.212053
corrida_4,115160.65057600004,78497.19672899999
corrida_4,96660.96842099998,85298.05978999997
corrida_4,118356.69594200002,78039.212053
corrida_4,101079.29112899999,81691.45320699996
corrida_4,114317.45046100004,78641.70565599998
corrida_4,95330.56402399999,90503.660673
corrida_4,96660.96842099998,85298.05978999997
corrida_4,94280.71053799998,92735.25246199999
corrida_4,96660.96842099998,85298.05978999997
corrida_4,112813.71554000002,78896.69616899997
corrida_4,98195.30957399998,84881.94080499998
corrida_4,112813.71554000002,78896.69616899997
corrida_4,99724.63525599998,82912.30083499996
corrida_4,112813.71554000002,78896.69616899997
corrida_4,118356.69594200002,78039.212053
corrida_4,118356.69594200002,78039.212053
corrida_4,99724.63525599998,82912.30083499996
corrida_4,95735.86078599999,86601.93376999999
corrida_4,120249.55357300004,77036.940864
corrida_4,95336.331492,88824.05888599998
corrida_4,105701.15779000003,80892.36205299996
corrida_4,98195.30957399998,84881.94080499998
corrida_4,114317.45046100004,78641.70565599998
corrida_4,96660.96842099998,85298.05978999997
corrida_4,100667.43896999999,82531.76835099995
corrida_4,96660.96842099998,85298.05978999997
corrida_4,118356.69594200002,78039.212053
corrida_4,96660.96842099998,85298.05978999997
corrida_4,97852.95096899998,85195.64887899997
corrida_4,114317.45046100004,78641.70565599998
corrida_4,99724.63525599998,82912.30083499996
corrida_4,112813.71554000002,78896.69616899997
corrida_4,98195.30957399998,84881.94080499998
corrida_4,96660.96842099998,85298.05978999997
corrida_5,90604.93215200001,109992.37397100001
corrida_5,94407.21838,103877.47002
corrida_5,94407.21838,103877.47002
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90990.65764800002,109578.435351
corrida_5,90604.93215200001,109992.37397100001
corrida_5,91537.197403,108073.55858
corrida_5,90604.93215200001,109992.37397100001
corrida_5,92213.617583,107153.65983399998
corrida_5,89553.35400800002,113150.628406
corrida_5,91443.56886,109432.958127
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90604.93215200001,109992.37397100001
corrida_5,95749.329819,100030.47838999997
corrida_5,91945.231142,107969.568927
corrida_5,100504.93036600003,95462.14361999996
corrida_5,94407.21838,103877.47002
corrida_5,90058.39239700003,111497.250742
corrida_5,99741.35305300001,95720.96484199996
corrida_5,96512.90713200002,99771.65716799998
corrida_5,91537.197403,108073.55858
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90604.93215200001,109992.37397100001
corrida_5,94407.21838,103877.47002
corrida_5,92213.617583,107153.65983399998
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90058.39239700003,111497.250742
corrida_5,95012.65846200002,101089.37728299998
corrida_5,91537.197403,108073.55858
corrida_5,90604.93215200001,109992.37397100001
corrida_5,95749.329819,100030.47838999997
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90604.93215200001,109992.37397100001
corrida_5,94407.21838,103877.47002
corrida_5,93643.64106699999,104136.29124199999
corrida_5,97335.61554500002,97596.71332099997
corrida_5,90530.49673200001,111190.325444
corrida_5,91537.197403,108073.55858
corrida_5,92842.61060000001,104670.92976799997
corrida_5,90604.93215200001,109992.37397100001
corrida_5,94407.21838,103877.47002
corrida_5,90058.39239700003,111497.250742
corrida_5,95012.65846200002,101089.37728299998
corrida_5,99431.29809800001,97390.83376799995
corrida_5,95749.329819,100030.47838999997
corrida_5,92213.617583,107153.65983399998
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90604.93215200001,109992.37397100001
corrida_5,90604.93215200001,109992.37397100001
corrida_5,88661.31824000001,118495.77523999999
corrida_5,91945.231142,107969.568927
corrida_5,94407.21838,103877.47002
corrida_5,91537.197403,108073.55858
corrida_5,91537.197403,108073.55858
corrida_5,94407.21838,103877.47002
corrida_5,97221.02598800002,98235.93783099999
corrida_5,110911.05703399997,94955.291874
corrida_5,88556.548483,121074.671346
corrida_5,94407.21838,103877.47002
corrida_5,90604.93215200001,109992.37397100001
corrida_5,113776.44676299997,94460.131
corrida_5,92213.617583,107153.65983399998
corrida_5,95749.329819,100030.47838999997
corrida_5,90058.39239700003,111497.250742
corrida_5,110911.05703399997,94955.291874
corrida_5,95012.65846200002,101089.37728299998
corrida_5,89055.09320700001,118027.250441
corrida_5,100504.93036600003,95462.14361999996
corrida_5,92842.61060000001,104670.92976799997
corrida_5,91537.197403,108073.55858
corrida_5,114368.93809099997,93448.121087
corrida_5,93643.64106699999,104136.29124199999
corrida_5,98484.34731700002,97495.07973699998
corrida_5,91945.231142,107969.568927
corrida_5,97221.02598800002,98235.93783099999
corrida_5,91967.80037200001,107618.13238899999
corrida_5,91443.56886,109432.958127
promedio_spea,89291.9448264,113834.41940920001
promedio_spea,89453.2048888,112818.31010479997
promedio_spea,89816.89150859999,111225.4015924
promedio_spea,90053.6783532,107918.3144272
promedio_spea,90298.6465304,105697.9968762
promedio_spea,90668.49219140002,103033.20731240002
promedio_spea,90904.31381360002,101460.8902112
promedio_spea,91405.4730312,100617.76762120001
promedio_spea,91942.5122792,100087.9682576
promedio_spea,92185.2733574,99570.89936960001
promedio_spea,92463.1563968,99181.73564960001
promedio_spea,92591.0503364,99042.29972740001
promedio_spea,92716.89368000001,98862.63069720002
promedio_spea,92970.83119720001,98540.2421188
promedio_spea,93302.3237944,98229.10625340001
promedio_spea,93447.74748280001,98009.9174416
promedio_spea,93882.889166,97663.6828256
promedio_spea,94204.3415416,97467.8798064
promedio_spea,94666.86442360001,97268.08304720001
promedio_spea,95568.08340100001,96994.7645498
promedio_spea,96950.46375919999,96738.3450208
promedio_spea,97423.6080056,96395.59405560001
promedio_spea,98191.96819780002,96251.8291
promedio_spea,99440.0745768,96149.6022588
promedio_spea,99671.07080399999,95744.486802
